sample_name,assay_type,library_prep_date,flowcell_id,file_type,gcs_uri,gcs_bucket,file_path,file_format,extra_metadata
SCXL-00007,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00007_3PGEX/784_SCXL-00007_3PGEX_S11_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00007,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00007_3PGEX/784_SCXL-00007_3PGEX_S11_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00007,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00007_3PGEX/784_SCXL-00007_3PGEX_S11_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00007,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00007_3PGEX/784_SCXL-00007_3PGEX_S11_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00008,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00008_3PGEX/784_SCXL-00008_3PGEX_S12_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00008,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00008_3PGEX/784_SCXL-00008_3PGEX_S12_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00008,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00008_3PGEX/784_SCXL-00008_3PGEX_S12_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00008,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00008_3PGEX/784_SCXL-00008_3PGEX_S12_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00009,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00009_3PGEX/784_SCXL-00009_3PGEX_S13_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00009,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00009_3PGEX/784_SCXL-00009_3PGEX_S13_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00009,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00009_3PGEX/784_SCXL-00009_3PGEX_S13_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00009,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00009_3PGEX/784_SCXL-00009_3PGEX_S13_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00010,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00010_3PGEX/784_SCXL-00010_3PGEX_S14_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00010,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00010_3PGEX/784_SCXL-00010_3PGEX_S14_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00010,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00010_3PGEX/784_SCXL-00010_3PGEX_S14_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00010,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00010_3PGEX/784_SCXL-00010_3PGEX_S14_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00011,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00011_3PGEX/784_SCXL-00011_3PGEX_S15_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00011,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00011_3PGEX/784_SCXL-00011_3PGEX_S15_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00011,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00011_3PGEX/784_SCXL-00011_3PGEX_S15_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00011,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00011_3PGEX/784_SCXL-00011_3PGEX_S15_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00012,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00012_3PGEX/784_SCXL-00012_3PGEX_S16_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00012,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00012_3PGEX/784_SCXL-00012_3PGEX_S16_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00012,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00012_3PGEX/784_SCXL-00012_3PGEX_S16_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00012,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00012_3PGEX/784_SCXL-00012_3PGEX_S16_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00013,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00013_3PGEX/784_SCXL-00013_3PGEX_S17_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00013,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00013_3PGEX/784_SCXL-00013_3PGEX_S17_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00013,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00013_3PGEX/784_SCXL-00013_3PGEX_S17_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00013,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00013_3PGEX/784_SCXL-00013_3PGEX_S17_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00014,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00014_3PGEX/784_SCXL-00014_3PGEX_S18_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00014,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00014_3PGEX/784_SCXL-00014_3PGEX_S18_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00014,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00014_3PGEX/784_SCXL-00014_3PGEX_S18_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00014,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00014_3PGEX/784_SCXL-00014_3PGEX_S18_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00015,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00015_3PGEX/784_SCXL-00015_3PGEX_S19_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00015,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00015_3PGEX/784_SCXL-00015_3PGEX_S19_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00015,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00015_3PGEX/784_SCXL-00015_3PGEX_S19_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00015,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00015_3PGEX/784_SCXL-00015_3PGEX_S19_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00016,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00016_3PGEX/784_SCXL-00016_3PGEX_S20_L003_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00016,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00016_3PGEX/784_SCXL-00016_3PGEX_S20_L003_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00016,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00016_3PGEX/784_SCXL-00016_3PGEX_S20_L004_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00016,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00016_3PGEX/784_SCXL-00016_3PGEX_S20_L004_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00017,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00017_3PGEX/784_SCXL-00017_3PGEX_S29_L008_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00017,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00017_3PGEX/784_SCXL-00017_3PGEX_S29_L008_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00018,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00018_3PGEX/784_SCXL-00018_3PGEX_S30_L008_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00018,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00018_3PGEX/784_SCXL-00018_3PGEX_S30_L008_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00019,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00019_3PGEX/784_SCXL-00019_3PGEX_S31_L008_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00019,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00019_3PGEX/784_SCXL-00019_3PGEX_S31_L008_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00020,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00020_3PGEX/784_SCXL-00020_3PGEX_S32_L008_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00020,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00020_3PGEX/784_SCXL-00020_3PGEX_S32_L008_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00021,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00021_3PGEX/784_SCXL-00021_3PGEX_S33_L008_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00021,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00021_3PGEX/784_SCXL-00021_3PGEX_S33_L008_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00022,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00022_3PGEX/784_SCXL-00022_3PGEX_S34_L008_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00022,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00022_3PGEX/784_SCXL-00022_3PGEX_S34_L008_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00023,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00023_3PGEX/784_SCXL-00023_3PGEX_S35_L008_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00023,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00023_3PGEX/784_SCXL-00023_3PGEX_S35_L008_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00024,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00024_3PGEX/784_SCXL-00024_3PGEX_S36_L008_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00024,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00024_3PGEX/784_SCXL-00024_3PGEX_S36_L008_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00025,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00025_3PGEX/784_SCXL-00025_3PGEX_S1_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00025,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00025_3PGEX/784_SCXL-00025_3PGEX_S1_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00025,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00025_3PGEX/784_SCXL-00025_3PGEX_S1_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00025,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00025_3PGEX/784_SCXL-00025_3PGEX_S1_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00026,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00026_3PGEX/784_SCXL-00026_3PGEX_S2_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00026,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00026_3PGEX/784_SCXL-00026_3PGEX_S2_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00026,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00026_3PGEX/784_SCXL-00026_3PGEX_S2_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00026,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00026_3PGEX/784_SCXL-00026_3PGEX_S2_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00027,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00027_3PGEX/784_SCXL-00027_3PGEX_S3_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00027,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00027_3PGEX/784_SCXL-00027_3PGEX_S3_L001_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00027,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00027_3PGEX/784_SCXL-00027_3PGEX_S3_L002_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00027,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00027_3PGEX/784_SCXL-00027_3PGEX_S3_L002_R2_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
SCXL-00028,3'GEX,5/20/26,B23VFMKLT4,fastq,gs://fc-769da06b-86fb-4129-98fc-6d10b0216ca3/784_mapping_microbes/fastqs_784_mapping_microbes/8743_1782321787_fastqs/sample_fastqs/784_SCXL-00028_3PGEX/784_SCXL-00028_3PGEX_S4_L001_R1_001.fastq.gz,fc-769da06b-86fb-4129-98fc-6d10b0216ca3,,fastq.gz,
